파일,Step,타이틀,CPT코드,이유,Action(앞80자)
2021/2021.6모나_21.md,3,평균변화율과 접선의 기울기를 기하학적으로 분석하여 두 점을 잇는 직선의 기울기 조건 검증하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] 양변을 $x_2 - x_1$로 나누어 $\frac{y_2-y_1}{x_2-x_1} < 1$ 성립 여부 판단
2021/2021.6모나_28.md,2,일반항 대입으로 세 항의 곱을 산출하여 기약분수 확정,12대수03-04,"키워드 미매칭 (코드: 12대수03-04, 키워드: 시그마, 합의 기호, 시그마, ∑, \sum)","[12대수03-04] $a_5=\dfrac{17}{25}$, $a_7=\dfrac{25}{33}$, $a_9=\dfrac{33}{41}$. 곱:"
2021/2021.6모나_29.md,1,두 함숫값의 곱 조건을 만족하는 순서쌍을 열거하여 케이스 분류,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] $A=\{1,2,3,4\}$에서 $f(1)\times f(2)\geq9$인 쌍: $(3,3),(3,4),(4,3),(4"
2021/2021.6모나_29.md,3,전체 함수 수 대비 비율로 확률을 산출하여 최종값 계산,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] 전체 $4^4=256$. $p=\dfrac{32}{256}=\dfrac{1}{8}$. $120p=15$
2021/2021.9모나_05.md,2,조건부 확률 공식으로 목표 조건부 확률 산출하기,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))",[12확통02-04] $\mathrm{P}(B\mid A)=\frac{\mathrm{P}(A\cap B)}{\mathrm{P}(A)}=\frac
2021/2021.9모나_18.md,2,두 판별식 조건의 교집합으로 최고차항 계수의 최댓값 결정,12미적Ⅰ-02-09,"키워드 미매칭 (코드: 12미적Ⅰ-02-09, 키워드: 방정식과 부등식, 문제해결, 방정식과 부등식, 근의 개수, 실근의 개수)",[12미적Ⅰ-02-09] 교집합: $(-2\leq a\leq10)\cap(-10\leq a\leq2) = -2\leq a\leq2$
2021/2021.9모나_20.md,2,절댓값 포함 정적분을 구간 분리로 계산,12미적Ⅰ-03-02,"키워드 미매칭 (코드: 12미적Ⅰ-03-02, 키워드: 부정적분의 계산, 다항함수, 부정적분의 계산, 부정적분, 적분하면)","[12미적Ⅰ-03-02] $\displaystyle\int_0^2 f(x)\,dx = \frac{1}{2}\int_0^2(x^2+3x)\,dx "
2021/2021.9모나_28.md,1,적분과 미분의 관계로 증가 조건을 피적분함수의 부등식으로 변환,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $g'(x)=f(x)=-x^2-4x+a$이고, $[0,1]$에서 증가하려면 $g'(x)=f(x)\geq0$이 $[0,1"
2021/2021.9모나_30.md,3,확정된 함수와 상수를 목표 식에 대입하고 인수의 성질을 활용하여 문제에서 요구하는 비율값 산출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] $a=2$를 대입하여 $g(8), f(0), f(8)$의 값을 직접 계산하여 비 산출"
2021/2021수능나_12.md,1,망원급수 전개로 수열의 일반항 관계식을 도출하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] $\sum_{k=1}^n(a_k-a_{k+1})=a_1-a_{n+1}=1-a_{n+1}=-n^2+n$ → $a_{n+1}=
2021/2021수능나_12.md,2,망원급수로 도출한 일반항에 지정 인덱스 대입으로 항값 확정하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] $n=10$: $a_{11}=100-10+1=91$
2021/2021수능나_14.md,2,거리 방정식과 양수 조건으로 결정하기,12미적Ⅰ-02-05,"키워드 미매칭 (코드: 12미적Ⅰ-02-05, 키워드: 접선의 기울기, 접선의 방정식, 접선의 기울기, 접선의 방정식, 접선)",[12미적Ⅰ-02-05] $k-3=5$ → $k=8$
2021/2021수능나_18.md,4,교점 간 수평 거리를 매개변수 식으로 비교하여 부등식 조건의 참거짓 판별,10공수2-01-01,"키워드 미매칭 (코드: 10공수2-01-01, 키워드: 선분의 내분, 내분점, 내분점, 중점, 외분점)","[10공수2-01-01] $\overline{AB} = 4a - a = 3a$, $\overline{CD} = \dfrac{1}{a} - \df"
2021/2021수능나_20.md,1,미적분학 기본 정리로 도함수를 정적분 누적함수의 스칼라 곱 형태로 변환,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] 미적분의 기본 정리로 미분: $g'(x) = 2x\!\int_0^x\!f(t)\,dt + x^2 f(x) - x^2 f"
2021/2021수능나_20.md,3,경계 정적분값 조건을 방정식으로 풀어 매개변수 최댓값 결정,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $F(a) = \int_0^a (t^2-1)(t-a)\,dt = -\dfrac{a^4}{12} + \dfrac{a^2}"
2021/2021수능나_21.md,2,자연수 매개변수의 값에 따른 항의 부호 변화를 단계적으로 추적하여 조건을 만족하는 모든 k를 확정하고 합산하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] $k=1$부터 순차적으로 대입하여 $a_6$까지의 항들의 값을 계산하고 곱의 부호 판별
2021/2021수능나_29.md,1,공 뽑기 분기별 조건부 확률 체계 수립으로 전확률 공식 준비,12확통02-06,"키워드 미매칭 (코드: 12확통02-06, 키워드: 확률의 곱셈정리, 확률의 곱셈정리, 곱셈정리)","[12확통02-06] 공 뽑기 확률: P(숫자 3) = 2/5, P(숫자 4) = 3/5로 분기, 전확률 공식 준비"
2021/2021수능나_29.md,3,주사위 4회 합이 10인 경우를 포함-배제 원리로 산출,12확통01-02,"키워드 미매칭 (코드: 12확통01-02, 키워드: 중복조합, 중복조합, _nh)","[12확통01-02] $y_i = x_i - 1$로 치환하면 $y_1+y_2+y_3+y_4=6$, $0 \leq y_i \leq 5$. 포함-배"
2021/2021수능나_29.md,4,전확률 공식으로 합산 후 기약분수 변환,12확통02-06,"키워드 미매칭 (코드: 12확통02-06, 키워드: 확률의 곱셈정리, 확률의 곱셈정리, 곱셈정리)",[12확통02-06] $\dfrac{2}{5} \times \dfrac{1}{8} + \dfrac{3}{5} \times \dfrac{5}{81
2021/2021수능나_30.md,3,주어진 함숫값 좌표와 함수의 최솟값 조건을 연립하여 미정계수를 확정하고 전체 함수 완성하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)",[12대수01-01] $g(x)$를 일차함수 조건으로 특정하고 $h(2)$에 대입하여 $m$ 산출. $x=4$ 대입: $h(4)=f(4)+g(4
2022/2022.6모_10.md,3,근의 분리 조건으로 구한 범위 내 자연수를 열거하여 합 산출하기,10공수1-02-04,"키워드 미매칭 (코드: 10공수1-02-04, 키워드: 이차방정식, 이차함수, 이차방정식, 이차함수)","[10공수1-02-04] 범위 내의 자연수 $5, 6, 7, 8, 9$를 모두 더하여 최종 결과 산출"
2022/2022.6모_13.md,1,함수의 주기성을 이용하여 완전제곱수 여부에 따른 함숫값 분류하기,12대수03-04,"키워드 미매칭 (코드: 12대수03-04, 키워드: 시그마, 합의 기호, 시그마, ∑, \sum)",[12대수03-04] $\sqrt{k}$가 정수인 경우(제곱수)와 그렇지 않은 경우로 나누어 $f(\sqrt{k})$의 값 결정
2022/2022.6모_09.md,2,귀납적 역추적으로 확정된 초기 항들을 합산하여 목표 합 산출하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] 역추적으로 구한 값 대입
2022/2022.6모_21.md,2,이차함수의 그래프 개형을 이용하여 함숫값의 범위에 따른 지수 조건 수립하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)","[12미적Ⅰ-02-07] 이차함수의 꼭짓점에서 최솟값을 확인하고, 해당 값이 음의 정수가 되기 위한 $n$의 제약 조건 수립"
2022/2022.6모_22.md,1,합성함수 방정식의 구조 분석을 이용하여 실근의 발생 조건 수립하기,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] $f(x)=0$의 두 실근을 $\alpha, \beta$라 할 때, $x-f(x)=\alpha$ 또는 $x-f(x)=\"
2022/2022.6모_확24.md,1,조건부 확률 공식으로 특정 주제 선택 학생 중 목표 학년의 비율 산출하기,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))",[12확통02-04] $\mathrm{P}(1\text{학년}\mid B)=\frac{\mathrm{P}(1\text{학년}\cap B)}{\m
2022/2022.9모_10.md,3,접선의 기울기 곱 조건을 이용하여 미지수 값 도출하기,12대수02-02,"키워드 미매칭 (코드: 12대수02-02, 키워드: 삼각함수, 그래프, 주기성, 삼각함수, sin)","[12대수02-02] 원점과 $A, B$를 잇는 직선의 기울기 $\frac{a}{x_1}, \frac{a}{x_2}$를 곱하여 방정식 풀이"
2022/2022.9모_07.md,2,역수 관계식을 역산하여 수열의 일반항을 도출하고 목표 항 산출하기,12대수03-04,"키워드 미매칭 (코드: 12대수03-04, 키워드: 시그마, 합의 기호, 시그마, ∑, \sum)","[12대수03-04] $\frac{1}{a_{n+1}}=-\frac{n+4}{4n}$ → $a_{n+1}=-\frac{4n}{n+4}$, $n="
2022/2022.9모_08.md,1,두 점에서의 극한 조건으로 근의 구조를 파악하여 첫 번째 계수 도출하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)","[12미적Ⅰ-02-04] 분모가 0이 되는 극한 조건: $f(0)=0$, $f(1)=0$, 그리고 $f'(0)=1$, $f'(1)$ 도출"
2022/2022.9모_08.md,2,두 번째 극한 조건으로 나머지 계수를 확정하여 목표 함숫값 산출하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)","[12미적Ⅰ-02-04] $g(1)=a+b=a-1=1$ → $a=2$, $f(x)=x(x-1)(2x-1)$, $f(2)$ 계산"
2022/2022.9모_15.md,3,양수 분기를 역추적하여 조건을 만족시키는 첫째항 산출하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] $a_4=1$에서 시작하여 $a_1$까지 역추적 후 다섯 항의 합이 양수인지 검증
2022/2022.9모_15.md,4,남은 분기를 역추적하여 합이 양수인 경로의 첫째항을 모두 합산하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] $a_4 \le 0$인 경로를 차례로 역추적하여 유효한 $a_1$을 모두 찾아 앞선 결과와 합산
2022/2022.9모_20.md,3,그래프의 교점 개수 분석을 통한 방정식의 실근 개수 조건 만족하기,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] $k > 0$일 때 $x < 0$에서 실근 1개가 존재함을 확인하고, $x \ge 0$에서 3개의 실근을 갖기 위한 $"
2022/2022.9모_21.md,2,직선의 기울기와 선분의 길이 조건을 이용하여 두 곡선과 직선의 교점 좌표 산출하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] 선분 $\mathrm{AB}$의 중점이 대칭축 $y=x-1$과 직선 $y=-x+4$의 교점임을 이용하여 두 점 $\te
2022/2022.9모_21.md,4,세 점의 좌표를 이용하여 삼각형의 넓이를 구하고 그에 비례하는 상숫값 도출하기,10공수2-01-03,"키워드 미매칭 (코드: 10공수2-01-03, 키워드: 점과 직선 사이의 거리, 점과 직선 사이의 거리, 수선의 발)","[10공수2-01-03] 세 점 $\mathrm{A}(1.5, 2.5), \mathrm{B}(3.5, 0.5), \mathrm{C}(0, 0.1"
2022/2022.9모_22.md,2,도함수의 성질과 인수를 이용하여 방정식의 실근 형태 확정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $g(x)=0 \iff f(x-3)=0$ 또는 $f'(x)=0$임을 이용하여 $f(x)$가 중근을 갖는 경우로 추론
2022/2022.9모_22.md,3,실근의 합 조건을 대입하여 미정계수 결정 및 함숫값 산출하기,9수02-04,"키워드 미매칭 (코드: 9수02-04, 키워드: 일차방정식, 문제해결)","[9수02-04] 네 근을 모두 더하여 $a$의 값을 구하고, 완성된 함수식에 5를 대입하여 결과 도출"
2022/2022.9모_확25.md,2,두 계수의 등호 조건으로 공통인수를 약분하여 양수 상수 결정하기,12확통01-03,"키워드 미매칭 (코드: 12확통01-03, 키워드: 이항정리, 이항정리, 이항계수, 파스칼)",[12확통01-03] $5a^3(a-2)=0$ → $a=2$ (양수)
2022/2022.9모_확26.md,1,전확률 공식으로 분기 조건별 사건 확률의 가중합 산출하기,12확통02-06,"키워드 미매칭 (코드: 12확통02-06, 키워드: 확률의 곱셈정리, 확률의 곱셈정리, 곱셈정리)","[12확통02-06] $\mathrm{P}(\text{눈}\geq5)=\frac{1}{3}$, $\mathrm{P}(\text{흰2}|A)=\f"
2022/2022.9모_확28.md,1,함숫값 치역 범위 내 합의 배수 조건으로 순서쌍 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] $1 \le f(k) \le 6$이므로 $2 \le f(3)+f(4) \le 12$임을 확인하고, 합이 5 또는 10인"
2022/2022수능_13.md,3,주어진 함숫값 조건을 대입하여 지수 식의 값 산출하기,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)",[12대수01-03] $f(1) = a^b + b^a = 40$과 $a^b=b^a$를 이용하여 개별 항의 값 도출
2022/2022수능_13.md,4,지수 법칙의 거듭제곱 성질을 이용하여 목표하는 함숫값 산출하기,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)",[12대수01-03] $(a^b)^2 + (b^a)^2$ 형태로 변형하여 계산
2022/2022예비_11.md,1,실근의 등비수열 조건을 이용하여 인수분해된 함수 식 수립하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)",[12미적Ⅰ-02-03] 최고차항 계수가 1임을 이용하여 $f(x)-9 = (x-\frac{a}{r})(x-a)(x-ar)$ 형태로 표현
2022/2022예비_11.md,2,함숫값 조건을 대입하여 미지수 사이의 관계 도출하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)",[12미적Ⅰ-02-03] $x=0$을 대입하여 $a^3$의 값 확정
2022/2022예비_11.md,4,공비로 등비수열의 세 근을 확정하고 삼차함수를 완성하여 목표점 함숫값 계산하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)","[12미적Ⅰ-02-03] $r=2, a=2$를 대입하여 $f(x)$를 완성한 후 값 계산. $x=3$ 대입: $f(3)=(3-1)(3-2)(3-"
2022/2022예비_12.md,1,적분값의 부호 조건을 함수의 함숫값 조건으로 치환하기,12미적Ⅰ-03-03,"키워드 미매칭 (코드: 12미적Ⅰ-03-03, 키워드: 정적분의 개념, 정적분의 성질, 정적분의 개념, 정적분의 성질, 정적분)",[12미적Ⅰ-03-03] 임의의 좁은 구간에서도 적분값이 양수여야 함을 이용하여 $x > 0$ 영역에서의 $f(x) \ge 0$ 조건 도출
2022/2022예비_12.md,3,부등식의 성립 범위를 이용하여 실수 k의 최솟값 산출하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] 최솟값인 $g(1) \ge 0$ 조건을 사용하여 $k$의 범위 도출
2022/2022예비_13.md,2,부분합 식을 일반항 공식에 대입하여 역수 합산에 필요한 일반항 확정하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] $S_n = -\frac{n}{n+1}$을 대입하여 $a_n$을 $n$에 관한 식으로 정리
2022/2022예비_13.md,4,수립된 식을 만족하는 변수값들을 대입하여 구하고자 하는 결과값 산출하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)","[12대수03-05] $f(5)=5, g(3)=\frac{1}{12}, h(6)=36$ 대입하여 곱셈 수행"
2022/2022수능_05.md,2,수열의 주기성을 이용하여 여덟 개 항의 합 산출하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] 한 주기의 합 $\times$ 2
2022/2022수능_06.md,2,세 실근 조건으로 k의 범위를 설정하여 정수 개수를 결정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] 극솟값 $<-k<$ 극댓값: $-20<-k<7$ → $-7<k<20$
2022/2022수능_09.md,2,지수함수 위 두 점 조건의 연립으로 미정계수 확정하기,10공수2-01-01,"키워드 미매칭 (코드: 10공수2-01-01, 키워드: 선분의 내분, 내분점, 내분점, 중점, 외분점)",[10공수2-01-01] 두 점이 직선 위에 있는 조건에서 $p$ 결정
2022/2022수능_15.md,3,중심각과 현의 길이 관계에서 반각의 삼각비값 결정하기,12대수02-03,"키워드 미매칭 (코드: 12대수02-03, 키워드: 사인법칙, 코사인법칙, 사인법칙, 코사인법칙, 삼각형 넓이)","[12대수02-03] $\overline{AB}=2r\sin\dfrac{\theta_1}{2}=k$, $\overline{BO_2}=2r\cos"
2022/2022수능_19.md,2,판별식 조건을 이용하여 a의 허용 범위를 결정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $4a^2-24a\leq0$ → $4a(a-6)\leq0$
2022/2022수능_20.md,2,주어진 관계식을 이용하여 특정 구간에서의 함수식 유도하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)","[12미적Ⅰ-02-04] $a=1, b=1$을 관계식에 대입하고 $f(x+1)$을 $x$에 관한 식으로 정리"
2022/2022수능_21.md,3,주어진 합 조건을 만족하도록 각 항의 부호 확정하기,12대수03-03,"키워드 미매칭 (코드: 12대수03-03, 키워드: 등비수열, 일반항, 수열의 합, 등비수열, 공비)",[12대수03-03] $a_k$의 부호가 양수에서 음수로 바뀔 때 합이 $2|a_k|$만큼 감소함을 이용하여 음수인 항 탐색
2022/2022수능_21.md,4,확정된 부호로 각 항의 값을 결정하고 홀수 번째 항들의 합 산출하기,12대수03-03,"키워드 미매칭 (코드: 12대수03-03, 키워드: 등비수열, 일반항, 수열의 합, 등비수열, 공비)",[12대수03-03] 결정된 부호를 적용하여 각 항의 값을 대입하고 합산
2022/2022수능_22.md,3,나머지 함숫값 조건을 검증하고 구하고자 하는 함숫값 도출하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)","[12미적Ⅰ-02-03] 구한 함수식에 0을 대입하여 $g(f(0))$을 확인하고, 5를 대입하여 결과 도출"
2022/2022수능_확25.md,1,절댓값 방정식을 인수분해하여 자연수 조건을 만족하는 순서쌍을 결정하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] $(a+b)(|a-b|)=5$. 자연수에서: $a+b=5,\;|a-b|=1$ → $(a,b)=(3,2)$ 또는 $(2,"
2022/2022수능_확28.md,3,분류된 치역 집합별 함수 개수를 합산하여 조건을 만족하는 전체 함수의 개수 도출하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] Step 2에서 도출한 각 치역 케이스별 결과 합산
2022/2022수능_확29.md,1,확률밀도함수의 성질을 이용하여 미정계수의 값 결정하기,12확통03-01,"키워드 미매칭 (코드: 12확통03-01, 키워드: 확률변수, 확률분포, 확률변수, 확률분포, 이산확률변수)",[12확통03-01] $f(x)+g(x)=k$ 관계를 이용하여 두 함수 그래프와 $x$축 사이의 넓이의 합을 $k$에 관한 식으로 표현
2022/2022수능_확29.md,3,함수의 그래프 개형 분석을 이용하여 특정 구간의 확률값 산출하기,12확통03-01,"키워드 미매칭 (코드: 12확통03-01, 키워드: 확률변수, 확률분포, 확률변수, 확률분포, 이산확률변수)","[12확통03-01] 구간 $[2, 3]$의 사다리꼴 넓이와 구간 $[3, 5]$의 직사각형 넓이 계산 및 합산"
2022/2022예비_01.md,1,지수의 뺄셈 법칙으로 밑이 같은 지수식의 값 산출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)",[12대수01-01] 지수 뺄셈: $3^{(\sqrt{5}+1)-(\sqrt{5}-1)}=3^2=9$
2022/2022예비_06.md,2,추가 함숫값 조건을 대입하여 미지 계수 k 확정하기,12미적Ⅰ-03-02,"키워드 미매칭 (코드: 12미적Ⅰ-03-02, 키워드: 부정적분의 계산, 다항함수, 부정적분의 계산, 부정적분, 적분하면)",[12미적Ⅰ-03-02] $f(2)=8-2k+2+1=11-2k=1$
2022/2022예비_08.md,2,두 교점의 x좌표 차이를 이용하여 선분 AB의 길이를 산출하기,12대수02-02,"키워드 미매칭 (코드: 12대수02-02, 키워드: 삼각함수, 그래프, 주기성, 삼각함수, sin)",[12대수02-02] AB$=|10-2|=8$
2022/2022예비_15.md,3,초기 합의 차이를 이용하여 수열의 전체 합의 최댓값과 최솟값의 차 산출하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] 최대 합 80과 최소 합 8의 차이를 구하여 상수 부분을 제외한 차이값 계산
2022/2022예비_21.md,2,외심과 현의 기하학적 관계를 이용하여 특정 삼각형의 내각 분석하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] 선분 $\mathrm{OO}'$이 현 $AC$의 수직이등분선임을 이용하여 삼각형 $\mathrm{OAO}'$의 한 내각
2022/2022예비_22.md,2,구간에서의 최댓값 조건을 이용하여 미정계수 사이의 관계식 수립하기,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)",[12미적Ⅰ-02-08] $p \ge 2$인 경우와 $p=1$인 경우로 나누어 각 구간에서의 함숫값의 절댓값 크기 비교
2022/2022예비_22.md,3,자연수의 범위 제약 조건을 적용하여 조건을 만족하는 순서쌍의 개수 산출하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] $p$의 값에 따른 $q$의 가능한 개수를 세어 합산
2022/2022예비_확25.md,2,확률의 덧셈 분해로 목표 사건 B의 확률 산출하기,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)",[12확통02-02] $\mathrm{P}(A)=\mathrm{P}(A\cap B)+\mathrm{P}(A\cap B^c)=\mathrm{P}(
2023/2023.6모_10.md,3,원의 방멱 정리를 이용하여 목표 선분의 길이 산출하기,10공수2-01-01,"키워드 미매칭 (코드: 10공수2-01-01, 키워드: 선분의 내분, 내분점, 내분점, 중점, 외분점)",[10공수2-01-01] 방멱의 정리 $\overline{\mathrm{AM}} \cdot \overline{\mathrm{MC}} = \ove
2023/2023.6모_06.md,1,연속 조건으로 접합점에서 상수 결정하기,12미적Ⅰ-01-02,"키워드 미매칭 (코드: 12미적Ⅰ-01-02, 키워드: 극한의 성질, 극한값, 극한의 성질, 극한값, 극한)","[12미적Ⅰ-01-02] $x=-1$ 에서 $|f(x)|$ 의 연속 조건: $|f(-1^-)| = |f(-1)|$, 즉 $|-1+a|=1$"
2023/2023.6모_06.md,2,연속 조건으로 나머지 상수를 결정하여 합 산출하기,12미적Ⅰ-01-02,"키워드 미매칭 (코드: 12미적Ⅰ-01-02, 키워드: 극한의 성질, 극한값, 극한의 성질, 극한값, 극한)","[12미적Ⅰ-01-02] $x=3$ 에서 $|f(3^-)| = |f(3)|$, 즉 $|3| = |3b-2|$"
2023/2023.6모_09.md,2,최솟값이 0 이상인 부등식으로 상수의 최댓값 결정하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)",[12미적Ⅰ-02-03] $h(x) \geq 0$ for all $x \geq 0$ 조건: $h(1) = 5-a \geq 0$
2023/2023.6모_14.md,4,주어진 부등식 조건과 구간별 방정식을 연립하여 실근의 개수 산출하기,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)","[10공수1-02-03] 부등식을 통해 상수 $a$의 범위를 구한 후, $x \ge 0$과 $x < 0$ 구간에서 이차방정식의 근의 부호 판별"
